api_function,proposed_node,status,licence,source,graph_path,required_api_types,unavailable_api_types,unavailable_types_in_comments,external_interface_types,buffer_or_pointer_params,other_call_sites,omitted_call_parameters,signature
F_VN_AppendToContainer_ITcVnContainer,Node_F_VN_AppendToContainer_ITcVnContainer,registered,TC3 Vision Base,src/sln/lib/mobject-graph-vision-pack/Nodes/Basic Container Ops/AppendToContainer/Node_F_VN_AppendToContainer_ITcVnContainer.TcPOU,Vision/Basic Container Operations/F_VN_AppendToContainer/F_VN_AppendToContainer_ITcVnContainer,ITcVnContainer,,,,,,,ipElement: ITcVnContainer [In]; ipContainer: ITcVnContainer [In]; hrPrev: HRESULT [In]
F_VN_AppendToContainer_ITcVnForwardIterator,Node_F_VN_AppendToContainer_ITcVnForwardIterator,missing,TC3 Vision Base,,,ITcVnContainer; ITcVnForwardIterator,ITcVnForwardIterator,,,,,,ipElement: ITcVnForwardIterator [In]; ipContainer: ITcVnContainer [In]; hrPrev: HRESULT [In]
F_VN_AppendToContainer_ITcVnImage,Node_F_VN_AppendToContainer_ITcVnImage,registered,TC3 Vision Base,src/sln/lib/mobject-graph-vision-pack/Nodes/Basic Container Ops/AppendToContainer/Node_F_VN_AppendToContainer_ITcVnImage.TcPOU,Vision/Basic Container Operations/F_VN_AppendToContainer/F_VN_AppendToContainer_ITcVnImage,ITcVnContainer; ITcVnImage,,,,,,,ipElement: ITcVnImage [In]; ipContainer: ITcVnContainer [In]; hrPrev: HRESULT [In]
F_VN_AppendToContainer_LREAL,Node_F_VN_AppendToContainer_LREAL,registered,TC3 Vision Base,src/sln/lib/mobject-graph-vision-pack/Nodes/Basic Container Ops/AppendToContainer/Node_F_VN_AppendToContainer_LREAL.TcPOU,Vision/Basic Container Operations/F_VN_AppendToContainer/F_VN_AppendToContainer_LREAL,ITcVnContainer,,,,,,,fElement: LREAL [In]; ipContainer: ITcVnContainer [In]; hrPrev: HRESULT [In]
F_VN_AppendToContainer_REAL,Node_F_VN_AppendToContainer_REAL,registered,TC3 Vision Base,src/sln/lib/mobject-graph-vision-pack/Nodes/Basic Container Ops/AppendToContainer/Node_F_VN_AppendToContainer_REAL.TcPOU,Vision/Basic Container Operations/F_VN_AppendToContainer/F_VN_AppendToContainer_REAL,ITcVnContainer,,,,,,,fElement: REAL [In]; ipContainer: ITcVnContainer [In]; hrPrev: HRESULT [In]
F_VN_AppendToContainer_SINT,Node_F_VN_AppendToContainer_SINT,registered,TC3 Vision Base,src/sln/lib/mobject-graph-vision-pack/Nodes/Basic Container Ops/AppendToContainer/Node_F_VN_AppendToContainer_SINT.TcPOU,Vision/Basic Container Operations/F_VN_AppendToContainer/F_VN_AppendToContainer_SINT,ITcVnContainer,,,,,,,nElement: SINT [In]; ipContainer: ITcVnContainer [In]; hrPrev: HRESULT [In]
F_VN_AppendToContainer_TcVnDMatch,Node_F_VN_AppendToContainer_TcVnDMatch,registered,TC3 Vision Base,src/sln/lib/mobject-graph-vision-pack/Nodes/Basic Container Ops/AppendToContainer/Node_F_VN_AppendToContainer_TcVnDMatch.TcPOU,Vision/Basic Container Operations/F_VN_AppendToContainer/F_VN_AppendToContainer_TcVnDMatch,ITcVnContainer; TcVnDMatch,,,,,,,stElement: TcVnDMatch [InOut]; ipContainer: ITcVnContainer [In]; hrPrev: HRESULT [In]
F_VN_AppendToContainer_TcVnKeyPoint,Node_F_VN_AppendToContainer_TcVnKeyPoint,registered,TC3 Vision Base,src/sln/lib/mobject-graph-vision-pack/Nodes/Basic Container Ops/AppendToContainer/Node_F_VN_AppendToContainer_TcVnKeyPoint.TcPOU,Vision/Basic Container Operations/F_VN_AppendToContainer/F_VN_AppendToContainer_TcVnKeyPoint,ITcVnContainer; TcVnKeyPoint,,,,,,,stElement: TcVnKeyPoint [InOut]; ipContainer: ITcVnContainer [In]; hrPrev: HRESULT [In]
F_VN_AppendToContainer_TcVnPoint2_DINT,Node_F_VN_AppendToContainer_TcVnPoint2_DINT,registered,TC3 Vision Base,src/sln/lib/mobject-graph-vision-pack/Nodes/Basic Container Ops/AppendToContainer/Node_F_VN_AppendToContainer_TcVnPoint2_DINT.TcPOU,Vision/Basic Container Operations/F_VN_AppendToContainer/F_VN_AppendToContainer_TcVnPoint2_DINT,ITcVnContainer; TcVnPoint2_DINT,,,,,,,aElement: TcVnPoint2_DINT [InOut]; ipContainer: ITcVnContainer [In]; hrPrev: HRESULT [In]
F_VN_AppendToContainer_TcVnPoint2_LREAL,Node_F_VN_AppendToContainer_TcVnPoint2_LREAL,registered,TC3 Vision Base,src/sln/lib/mobject-graph-vision-pack/Nodes/Basic Container Ops/AppendToContainer/Node_F_VN_AppendToContainer_TcVnPoint2_LREAL.TcPOU,Vision/Basic Container Operations/F_VN_AppendToContainer/F_VN_AppendToContainer_TcVnPoint2_LREAL,ITcVnContainer; TcVnPoint2_LREAL,,,,,,,aElement: TcVnPoint2_LREAL [InOut]; ipContainer: ITcVnContainer [In]; hrPrev: HRESULT [In]
F_VN_AppendToContainer_TcVnPoint2_REAL,Node_F_VN_AppendToContainer_TcVnPoint2_REAL,registered,TC3 Vision Base,src/sln/lib/mobject-graph-vision-pack/Nodes/Basic Container Ops/AppendToContainer/Node_F_VN_AppendToContainer_TcVnPoint2_REAL.TcPOU,Vision/Basic Container Operations/F_VN_AppendToContainer/F_VN_AppendToContainer_TcVnPoint2_REAL,ITcVnContainer; TcVnPoint2_REAL,,,,,,,aElement: TcVnPoint2_REAL [InOut]; ipContainer: ITcVnContainer [In]; hrPrev: HRESULT [In]
F_VN_AppendToContainer_TcVnPoint3_LREAL,Node_F_VN_AppendToContainer_TcVnPoint3_LREAL,registered,TC3 Vision Base,src/sln/lib/mobject-graph-vision-pack/Nodes/Basic Container Ops/AppendToContainer/Node_F_VN_AppendToContainer_TcVnPoint3_LREAL.TcPOU,Vision/Basic Container Operations/F_VN_AppendToContainer/F_VN_AppendToContainer_TcVnPoint3_LREAL,ITcVnContainer; TcVnPoint3_LREAL,,,,,,,aElement: TcVnPoint3_LREAL [InOut]; ipContainer: ITcVnContainer [In]; hrPrev: HRESULT [In]
F_VN_AppendToContainer_TcVnPoint3_REAL,Node_F_VN_AppendToContainer_TcVnPoint3_REAL,registered,TC3 Vision Base,src/sln/lib/mobject-graph-vision-pack/Nodes/Basic Container Ops/AppendToContainer/Node_F_VN_AppendToContainer_TcVnPoint3_REAL.TcPOU,Vision/Basic Container Operations/F_VN_AppendToContainer/F_VN_AppendToContainer_TcVnPoint3_REAL,ITcVnContainer; TcVnPoint3_REAL,,,,,,,aElement: TcVnPoint3_REAL [InOut]; ipContainer: ITcVnContainer [In]; hrPrev: HRESULT [In]
F_VN_AppendToContainer_TcVnRectangle_DINT,Node_F_VN_AppendToContainer_TcVnRectangle_DINT,registered,TC3 Vision Base,src/sln/lib/mobject-graph-vision-pack/Nodes/Basic Container Ops/AppendToContainer/Node_F_VN_AppendToContainer_TcVnRectangle_DINT.TcPOU,Vision/Basic Container Operations/F_VN_AppendToContainer/F_VN_AppendToContainer_TcVnRectangle_DINT,ITcVnContainer; TcVnRectangle_DINT,,,,,,,stElement: TcVnRectangle_DINT [InOut]; ipContainer: ITcVnContainer [In]; hrPrev: HRESULT [In]
F_VN_AppendToContainer_TcVnRotatedRectangle,Node_F_VN_AppendToContainer_TcVnRotatedRectangle,registered,TC3 Vision Base,src/sln/lib/mobject-graph-vision-pack/Nodes/Basic Container Ops/AppendToContainer/Node_F_VN_AppendToContainer_TcVnRotatedRectangle.TcPOU,Vision/Basic Container Operations/F_VN_AppendToContainer/F_VN_AppendToContainer_TcVnRotatedRectangle,ITcVnContainer; TcVnRotatedRectangle,,,,,,,stElement: TcVnRotatedRectangle [InOut]; ipContainer: ITcVnContainer [In]; hrPrev: HRESULT [In]
F_VN_AppendToContainer_TcVnVector2_DINT,Node_F_VN_AppendToContainer_TcVnVector2_DINT,registered,TC3 Vision Base,src/sln/lib/mobject-graph-vision-pack/Nodes/Basic Container Ops/AppendToContainer/Node_F_VN_AppendToContainer_TcVnVector2_DINT.TcPOU,Vision/Basic Container Operations/F_VN_AppendToContainer/F_VN_AppendToContainer_TcVnVector2_DINT,ITcVnContainer; TcVnVector2_DINT,,,,,,,aElement: TcVnVector2_DINT [InOut]; ipContainer: ITcVnContainer [In]; hrPrev: HRESULT [In]
F_VN_AppendToContainer_TcVnVector2_INT,Node_F_VN_AppendToContainer_TcVnVector2_INT,registered,TC3 Vision Base,src/sln/lib/mobject-graph-vision-pack/Nodes/Basic Container Ops/AppendToContainer/Node_F_VN_AppendToContainer_TcVnVector2_INT.TcPOU,Vision/Basic Container Operations/F_VN_AppendToContainer/F_VN_AppendToContainer_TcVnVector2_INT,ITcVnContainer; TcVnVector2_INT,,,,,,,aElement: TcVnVector2_INT [InOut]; ipContainer: ITcVnContainer [In]; hrPrev: HRESULT [In]
F_VN_AppendToContainer_TcVnVector2_REAL,Node_F_VN_AppendToContainer_TcVnVector2_REAL,registered,TC3 Vision Base,src/sln/lib/mobject-graph-vision-pack/Nodes/Basic Container Ops/AppendToContainer/Node_F_VN_AppendToContainer_TcVnVector2_REAL.TcPOU,Vision/Basic Container Operations/F_VN_AppendToContainer/F_VN_AppendToContainer_TcVnVector2_REAL,ITcVnContainer; TcVnVector2_REAL,,,,,,,aElement: TcVnVector2_REAL [InOut]; ipContainer: ITcVnContainer [In]; hrPrev: HRESULT [In]
F_VN_AppendToContainer_TcVnVector2_SINT,Node_F_VN_AppendToContainer_TcVnVector2_SINT,registered,TC3 Vision Base,src/sln/lib/mobject-graph-vision-pack/Nodes/Basic Container Ops/AppendToContainer/Node_F_VN_AppendToContainer_TcVnVector2_SINT.TcPOU,Vision/Basic Container Operations/F_VN_AppendToContainer/F_VN_AppendToContainer_TcVnVector2_SINT,ITcVnContainer; TcVnVector2_SINT,,,,,,,aElement: TcVnVector2_SINT [InOut]; ipContainer: ITcVnContainer [In]; hrPrev: HRESULT [In]
F_VN_AppendToContainer_TcVnVector2_UINT,Node_F_VN_AppendToContainer_TcVnVector2_UINT,registered,TC3 Vision Base,src/sln/lib/mobject-graph-vision-pack/Nodes/Basic Container Ops/AppendToContainer/Node_F_VN_AppendToContainer_TcVnVector2_UINT.TcPOU,Vision/Basic Container Operations/F_VN_AppendToContainer/F_VN_AppendToContainer_TcVnVector2_UINT,ITcVnContainer; TcVnVector2_UINT,,,,,,,aElement: TcVnVector2_UINT [InOut]; ipContainer: ITcVnContainer [In]; hrPrev: HRESULT [In]
F_VN_AppendToContainer_TcVnVector2_USINT,Node_F_VN_AppendToContainer_TcVnVector2_USINT,registered,TC3 Vision Base,src/sln/lib/mobject-graph-vision-pack/Nodes/Basic Container Ops/AppendToContainer/Node_F_VN_AppendToContainer_TcVnVector2_USINT.TcPOU,Vision/Basic Container Operations/F_VN_AppendToContainer/F_VN_AppendToContainer_TcVnVector2_USINT,ITcVnContainer; TcVnVector2_USINT,,,,,,,aElement: TcVnVector2_USINT [InOut]; ipContainer: ITcVnContainer [In]; hrPrev: HRESULT [In]
F_VN_AppendToContainer_TcVnVector3_INT,Node_F_VN_AppendToContainer_TcVnVector3_INT,registered,TC3 Vision Base,src/sln/lib/mobject-graph-vision-pack/Nodes/Basic Container Ops/AppendToContainer/Node_F_VN_AppendToContainer_TcVnVector3_INT.TcPOU,Vision/Basic Container Operations/F_VN_AppendToContainer/F_VN_AppendToContainer_TcVnVector3_INT,ITcVnContainer; TcVnVector3_INT,,,,,,,aElement: TcVnVector3_INT [InOut]; ipContainer: ITcVnContainer [In]; hrPrev: HRESULT [In]
F_VN_AppendToContainer_TcVnVector3_REAL,Node_F_VN_AppendToContainer_TcVnVector3_REAL,registered,TC3 Vision Base,src/sln/lib/mobject-graph-vision-pack/Nodes/Basic Container Ops/AppendToContainer/Node_F_VN_AppendToContainer_TcVnVector3_REAL.TcPOU,Vision/Basic Container Operations/F_VN_AppendToContainer/F_VN_AppendToContainer_TcVnVector3_REAL,ITcVnContainer; TcVnVector3_REAL,,,,,,,aElement: TcVnVector3_REAL [InOut]; ipContainer: ITcVnContainer [In]; hrPrev: HRESULT [In]
F_VN_AppendToContainer_TcVnVector3_SINT,Node_F_VN_AppendToContainer_TcVnVector3_SINT,registered,TC3 Vision Base,src/sln/lib/mobject-graph-vision-pack/Nodes/Basic Container Ops/AppendToContainer/Node_F_VN_AppendToContainer_TcVnVector3_SINT.TcPOU,Vision/Basic Container Operations/F_VN_AppendToContainer/F_VN_AppendToContainer_TcVnVector3_SINT,ITcVnContainer; TcVnVector3_SINT,,,,,,,aElement: TcVnVector3_SINT [InOut]; ipContainer: ITcVnContainer [In]; hrPrev: HRESULT [In]
F_VN_AppendToContainer_TcVnVector3_UINT,Node_F_VN_AppendToContainer_TcVnVector3_UINT,registered,TC3 Vision Base,src/sln/lib/mobject-graph-vision-pack/Nodes/Basic Container Ops/AppendToContainer/Node_F_VN_AppendToContainer_TcVnVector3_UINT.TcPOU,Vision/Basic Container Operations/F_VN_AppendToContainer/F_VN_AppendToContainer_TcVnVector3_UINT,ITcVnContainer; TcVnVector3_UINT,,,,,,,aElement: TcVnVector3_UINT [InOut]; ipContainer: ITcVnContainer [In]; hrPrev: HRESULT [In]
F_VN_AppendToContainer_TcVnVector3_USINT,Node_F_VN_AppendToContainer_TcVnVector3_USINT,registered,TC3 Vision Base,src/sln/lib/mobject-graph-vision-pack/Nodes/Basic Container Ops/AppendToContainer/Node_F_VN_AppendToContainer_TcVnVector3_USINT.TcPOU,Vision/Basic Container Operations/F_VN_AppendToContainer/F_VN_AppendToContainer_TcVnVector3_USINT,ITcVnContainer; TcVnVector3_USINT,,,,,,,aElement: TcVnVector3_USINT [InOut]; ipContainer: ITcVnContainer [In]; hrPrev: HRESULT [In]
F_VN_AppendToContainer_TcVnVector4_DINT,Node_F_VN_AppendToContainer_TcVnVector4_DINT,registered,TC3 Vision Base,src/sln/lib/mobject-graph-vision-pack/Nodes/Basic Container Ops/AppendToContainer/Node_F_VN_AppendToContainer_TcVnVector4_DINT.TcPOU,Vision/Basic Container Operations/F_VN_AppendToContainer/F_VN_AppendToContainer_TcVnVector4_DINT,ITcVnContainer; TcVnVector4_DINT,,,,,,,aElement: TcVnVector4_DINT [InOut]; ipContainer: ITcVnContainer [In]; hrPrev: HRESULT [In]
F_VN_AppendToContainer_TcVnVector4_INT,Node_F_VN_AppendToContainer_TcVnVector4_INT,registered,TC3 Vision Base,src/sln/lib/mobject-graph-vision-pack/Nodes/Basic Container Ops/AppendToContainer/Node_F_VN_AppendToContainer_TcVnVector4_INT.TcPOU,Vision/Basic Container Operations/F_VN_AppendToContainer/F_VN_AppendToContainer_TcVnVector4_INT,ITcVnContainer; TcVnVector4_INT,,,,,,,aElement: TcVnVector4_INT [InOut]; ipContainer: ITcVnContainer [In]; hrPrev: HRESULT [In]
F_VN_AppendToContainer_TcVnVector4_LREAL,Node_F_VN_AppendToContainer_TcVnVector4_LREAL,registered,TC3 Vision Base,src/sln/lib/mobject-graph-vision-pack/Nodes/Basic Container Ops/AppendToContainer/Node_F_VN_AppendToContainer_TcVnVector4_LREAL.TcPOU,Vision/Basic Container Operations/F_VN_AppendToContainer/F_VN_AppendToContainer_TcVnVector4_LREAL,ITcVnContainer; TcVnVector4_LREAL,,,,,,,aElement: TcVnVector4_LREAL [InOut]; ipContainer: ITcVnContainer [In]; hrPrev: HRESULT [In]
F_VN_AppendToContainer_TcVnVector4_REAL,Node_F_VN_AppendToContainer_TcVnVector4_REAL,registered,TC3 Vision Base,src/sln/lib/mobject-graph-vision-pack/Nodes/Basic Container Ops/AppendToContainer/Node_F_VN_AppendToContainer_TcVnVector4_REAL.TcPOU,Vision/Basic Container Operations/F_VN_AppendToContainer/F_VN_AppendToContainer_TcVnVector4_REAL,ITcVnContainer; TcVnVector4_REAL,,,,,,,aElement: TcVnVector4_REAL [InOut]; ipContainer: ITcVnContainer [In]; hrPrev: HRESULT [In]
F_VN_AppendToContainer_TcVnVector4_SINT,Node_F_VN_AppendToContainer_TcVnVector4_SINT,registered,TC3 Vision Base,src/sln/lib/mobject-graph-vision-pack/Nodes/Basic Container Ops/AppendToContainer/Node_F_VN_AppendToContainer_TcVnVector4_SINT.TcPOU,Vision/Basic Container Operations/F_VN_AppendToContainer/F_VN_AppendToContainer_TcVnVector4_SINT,ITcVnContainer; TcVnVector4_SINT,,,,,,,aElement: TcVnVector4_SINT [InOut]; ipContainer: ITcVnContainer [In]; hrPrev: HRESULT [In]
F_VN_AppendToContainer_TcVnVector4_UINT,Node_F_VN_AppendToContainer_TcVnVector4_UINT,registered,TC3 Vision Base,src/sln/lib/mobject-graph-vision-pack/Nodes/Basic Container Ops/AppendToContainer/Node_F_VN_AppendToContainer_TcVnVector4_UINT.TcPOU,Vision/Basic Container Operations/F_VN_AppendToContainer/F_VN_AppendToContainer_TcVnVector4_UINT,ITcVnContainer; TcVnVector4_UINT,,,,,,,aElement: TcVnVector4_UINT [InOut]; ipContainer: ITcVnContainer [In]; hrPrev: HRESULT [In]
F_VN_AppendToContainer_TcVnVector4_USINT,Node_F_VN_AppendToContainer_TcVnVector4_USINT,registered,TC3 Vision Base,src/sln/lib/mobject-graph-vision-pack/Nodes/Basic Container Ops/AppendToContainer/Node_F_VN_AppendToContainer_TcVnVector4_USINT.TcPOU,Vision/Basic Container Operations/F_VN_AppendToContainer/F_VN_AppendToContainer_TcVnVector4_USINT,ITcVnContainer; TcVnVector4_USINT,,,,,,,aElement: TcVnVector4_USINT [InOut]; ipContainer: ITcVnContainer [In]; hrPrev: HRESULT [In]
F_VN_AppendToContainer_UDINT,Node_F_VN_AppendToContainer_UDINT,registered,TC3 Vision Base,src/sln/lib/mobject-graph-vision-pack/Nodes/Basic Container Ops/AppendToContainer/Node_F_VN_AppendToContainer_UDINT.TcPOU,Vision/Basic Container Operations/F_VN_AppendToContainer/F_VN_AppendToContainer_UDINT,ITcVnContainer,,,,,,,nElement: UDINT [In]; ipContainer: ITcVnContainer [In]; hrPrev: HRESULT [In]
F_VN_AppendToContainer_UINT,Node_F_VN_AppendToContainer_UINT,registered,TC3 Vision Base,src/sln/lib/mobject-graph-vision-pack/Nodes/Basic Container Ops/AppendToContainer/Node_F_VN_AppendToContainer_UINT.TcPOU,Vision/Basic Container Operations/F_VN_AppendToContainer/F_VN_AppendToContainer_UINT,ITcVnContainer,,,,,,,nElement: UINT [In]; ipContainer: ITcVnContainer [In]; hrPrev: HRESULT [In]
F_VN_AppendToContainer_ULINT,Node_F_VN_AppendToContainer_ULINT,registered,TC3 Vision Base,src/sln/lib/mobject-graph-vision-pack/Nodes/Basic Container Ops/AppendToContainer/Node_F_VN_AppendToContainer_ULINT.TcPOU,Vision/Basic Container Operations/F_VN_AppendToContainer/F_VN_AppendToContainer_ULINT,ITcVnContainer,,,,,,,nElement: ULINT [In]; ipContainer: ITcVnContainer [In]; hrPrev: HRESULT [In]
F_VN_AppendToContainer_USINT,Node_F_VN_AppendToContainer_USINT,registered,TC3 Vision Base,src/sln/lib/mobject-graph-vision-pack/Nodes/Basic Container Ops/AppendToContainer/Node_F_VN_AppendToContainer_USINT.TcPOU,Vision/Basic Container Operations/F_VN_AppendToContainer/F_VN_AppendToContainer_USINT,ITcVnContainer,,,,,,,nElement: USINT [In]; ipContainer: ITcVnContainer [In]; hrPrev: HRESULT [In]
F_VN_ApplyColorMap,Node_F_VN_ApplyColorMap,registered,TC3 Vision Base,src/sln/lib/mobject-graph-vision-pack/Nodes/Image Color and Contrast Processing/Node_F_VN_ApplyColorMap.TcPOU,Vision/Image Color and Contrast Processing/F_VN_ApplyColorMap,ITcVnContainer; ITcVnImage,,,,,,,ipSrcImage: ITcVnImage [In]; ipDestImage: Reference To ITcVnImage [In]; ipColorMap: ITcVnContainer [In]; hrPrev: HRESULT [In]
F_VN_ApplyLut,Node_F_VN_ApplyLut,missing,TC3 Vision Base,,,ITcVnContainer; ITcVnImage,,,,,,,ipSrcImage: ITcVnImage [In]; ipDestImage: Reference To ITcVnImage [In]; ipLut: ITcVnContainer [In]; hrPrev: HRESULT [In]
F_VN_ApplyRotationToAffineTransformation,Node_F_VN_ApplyRotationToAffineTransformation,registered,TC3 Vision Base,src/sln/lib/mobject-graph-vision-pack/Nodes/Geometric and Coord Transform/Node_F_VN_ApplyRotationToAffineTransformation.TcPOU,Vision/Geometric and Coordinate Transformations/F_VN_ApplyRotationToAffineTransformation,TcVnMatrix2x3_LREAL,,,,,,,aTransformationMatrix: TcVnMatrix2x3_LREAL [InOut]; fAngle: LREAL [In]; hrPrev: HRESULT [In]
F_VN_ApplyRotationToAffineTransformationExp,Node_F_VN_ApplyRotationToAffineTransformationExp,registered,TC3 Vision Base,src/sln/lib/mobject-graph-vision-pack/Nodes/Geometric and Coord Transform/Node_F_VN_ApplyRotationToAffineTransformationExp.TcPOU,Vision/Geometric and Coordinate Transformations/F_VN_ApplyRotationToAffineTransformationExp,TcVnMatrix2x3_LREAL,,,,,,,aTransformationMatrix: TcVnMatrix2x3_LREAL [InOut]; fAngle: LREAL [In]; bUsePreMultiplication: BOOL [In] = TRUE; hrPrev: HRESULT [In]
F_VN_ApplyScalingToAffineTransformation,Node_F_VN_ApplyScalingToAffineTransformation,registered,TC3 Vision Base,src/sln/lib/mobject-graph-vision-pack/Nodes/Geometric and Coord Transform/Node_F_VN_ApplyScalingToAffineTransformation.TcPOU,Vision/Geometric and Coordinate Transformations/F_VN_ApplyScalingToAffineTransformation,TcVnMatrix2x3_LREAL,,,,,,,aTransformationMatrix: TcVnMatrix2x3_LREAL [InOut]; fScaleX: LREAL [In]; fScaleY: LREAL [In]; hrPrev: HRESULT [In]
F_VN_ApplyScalingToAffineTransformationExp,Node_F_VN_ApplyScalingToAffineTransformationExp,registered,TC3 Vision Base,src/sln/lib/mobject-graph-vision-pack/Nodes/Geometric and Coord Transform/Node_F_VN_ApplyScalingToAffineTransformationExp.TcPOU,Vision/Geometric and Coordinate Transformations/F_VN_ApplyScalingToAffineTransformationExp,TcVnMatrix2x3_LREAL,,,,,,,aTransformationMatrix: TcVnMatrix2x3_LREAL [InOut]; fScaleX: LREAL [In]; fScaleY: LREAL [In]; bUsePreMultiplication: BOOL [In] = TRUE; hrPrev: HRESULT [In]
F_VN_ApplyTranslationToAffineTransformation,Node_F_VN_ApplyTranslationToAffineTransformation,registered,TC3 Vision Base,src/sln/lib/mobject-graph-vision-pack/Nodes/Geometric and Coord Transform/Node_F_VN_ApplyTranslationToAffineTransformation.TcPOU,Vision/Geometric and Coordinate Transformations/F_VN_ApplyTranslationToAffineTransformation,TcVnMatrix2x3_LREAL,,,,,,,aTransformationMatrix: TcVnMatrix2x3_LREAL [InOut]; fDeltaX: LREAL [In]; fDeltaY: LREAL [In]; hrPrev: HRESULT [In]
F_VN_ApplyTranslationToAffineTransformationExp,Node_F_VN_ApplyTranslationToAffineTransformationExp,registered,TC3 Vision Base,src/sln/lib/mobject-graph-vision-pack/Nodes/Geometric and Coord Transform/Node_F_VN_ApplyTranslationToAffineTransformationExp.TcPOU,Vision/Geometric and Coordinate Transformations/F_VN_ApplyTranslationToAffineTransformationExp,TcVnMatrix2x3_LREAL,,,,,,,aTransformationMatrix: TcVnMatrix2x3_LREAL [InOut]; fDeltaX: LREAL [In]; fDeltaY: LREAL [In]; bUsePreMultiplication: BOOL [In] = TRUE; hrPrev: HRESULT [In]
F_VN_ApplyYAxisInversionToAffineTransformation,Node_F_VN_ApplyYAxisInversionToAffineTransformation,registered,TC3 Vision Base,src/sln/lib/mobject-graph-vision-pack/Nodes/Geometric and Coord Transform/Node_F_VN_ApplyYAxisInversionToAffineTransformation.TcPOU,Vision/Geometric and Coordinate Transformations/F_VN_ApplyYAxisInversionToAffineTransformation,TcVnMatrix2x3_LREAL,,,,,,,aTransformationMatrix: TcVnMatrix2x3_LREAL [InOut]; hrPrev: HRESULT [In]
F_VN_ApplyYAxisInversionToAffineTransformationExp,Node_F_VN_ApplyYAxisInversionToAffineTransformationExp,registered,TC3 Vision Base,src/sln/lib/mobject-graph-vision-pack/Nodes/Geometric and Coord Transform/Node_F_VN_ApplyYAxisInversionToAffineTransformationExp.TcPOU,Vision/Geometric and Coordinate Transformations/F_VN_ApplyYAxisInversionToAffineTransformationExp,TcVnMatrix2x3_LREAL,,,,,,,aTransformationMatrix: TcVnMatrix2x3_LREAL [InOut]; bUsePreMultiplication: BOOL [In] = TRUE; hrPrev: HRESULT [In]
